vol_window,vol_threshold,high_params,normal_params,low_params,high_return,normal_return,low_return,combined_return,high_vol_pct,normal_vol_pct,low_vol_pct
168,1.5,"(8, 150)","(10, 30)","(30, 400)",0.5792858167210437,0.46419914050813205,0.41951546902941605,5.789005990550974,0.16351374521346518,0.7282962793621763,0.10818997542435846
120,1.0,"(5, 150)","(10, 30)","(20, 30)",1.4700180962748326,-0.008971783943627742,0.8016232567924584,4.17891749428878,0.20489226724581358,0.519060410356061,0.2760473223981254
120,1.5,"(5, 150)","(5, 50)","(20, 30)",1.5227051155619042,-0.04604976595337684,0.6239449011661495,3.273940869026541,0.14356746870892154,0.7400697262387838,0.11636280505229468
72,1.0,"(3, 100)","(15, 100)","(10, 30)",0.5188342849158005,0.5316816544353318,0.47561542529909717,2.982512777517681,0.20609247299537065,0.5299194147568155,0.26398811224781393
168,1.0,"(5, 300)","(10, 30)","(50, 400)",0.16501721060226382,1.2033573159398312,0.4694505987164084,2.023718140117743,0.22335257472709608,0.5251185917585872,0.25152883351431676
24,1.0,"(10, 30)","(3, 500)","(8, 100)",1.1989355685784608,0.6252903253511735,0.7494492524870064,1.981096691772843,0.237412127793336,0.5176315939875408,0.24495627821912327
24,0.5,"(5, 50)","(5, 30)","(30, 300)",1.0261921319688918,0.26282297396376975,0.9996879826729712,1.9796289001509972,0.3295422072355261,0.2629022118077385,0.40755558095673544
48,1.0,"(10, 30)","(15, 150)","(3, 500)",0.4726807864821383,1.557446318783302,-0.03373245370117972,1.6572065445520434,0.21740869863405154,0.5256901183059953,0.25690118305995313
168,2.0,"(50, 100)","(10, 30)","(30, 150)",0.5543660899622178,0.03748286173713944,0.10960476042893497,1.5552184756965621,0.11116191347088072,0.8508315711264788,0.03800651540264045
120,2.0,"(10, 30)","(5, 50)","(20, 30)",0.7210879217632151,0.2430648071067183,0.1338265524755986,1.3441675740511512,0.08464308167114362,0.8754643653197691,0.03989255300908727
72,1.5,"(10, 30)","(3, 500)","(10, 30)",0.44447755790861576,0.8691941603906188,0.07643459014424292,1.325861955828151,0.13253700634394466,0.7581299651368806,0.10933302851917472
72,0.5,"(3, 100)","(20, 30)","(15, 50)",0.42217315932123944,1.197340435268989,0.13599735466096585,1.220625304271881,0.3156541121335086,0.2428416299937132,0.4415042578727782
24,1.5,"(10, 30)","(10, 100)","(50, 200)",1.162909900010784,0.18969947603525883,0.25652790374607415,1.1945484270614388,0.1488255129450763,0.7432702749042693,0.10790421215065439
48,0.5,"(10, 30)","(20, 100)","(3, 500)",0.5390191090207916,1.5956814314334027,0.21334201203088754,0.9909759337171442,0.31153912099217007,0.26776018746070757,0.42070069154712236
48,2.0,"(10, 30)","(3, 500)","(15, 100)",1.0934410637576049,0.3713062618416967,0.1689769125578615,0.9185395820065849,0.07475567240098302,0.8818083099959994,0.04343601760301766
24,2.0,"(5, 50)","(3, 500)","(15, 30)",1.2044590682204488,-0.09825887829253954,0.24568878172992292,0.9176270924255272,0.07498428301994628,0.8842087214951134,0.040806995484940274
120,0.5,"(5, 150)","(50, 500)","(20, 30)",1.338728779964271,0.0740349527851385,0.4208901248928185,0.5943310598516498,0.2842773046808024,0.2687889352460422,0.4469337600731554
72,2.0,"(10, 30)","(3, 500)","(30, 100)",0.7113778752559539,1.0228618197370767,0.059133054125489526,0.5678258275180361,0.07498428301994628,0.8890095444933417,0.03600617248671201
48,1.5,"(5, 30)","(3, 500)","(15, 50)",1.149460852842921,0.03402545003251989,0.0898709364152388,-0.0031639454996087446,0.1380808138538035,0.7480139452477568,0.11390524089843973
168,0.5,"(10, 30)","(15, 50)","(30, 400)",0.6488931340498711,0.9243570173111084,0.1027957288284671,-0.157541594528381,0.2738755215179745,0.25615819854832256,0.46996627993370294
